,areaid,areaname,districtid,districtname,areaid0,areaname0,districtid0,districtname0,pharmagroup,clientdunsno,customerlocationname,custcol_8,parentptsdunsno,custcol_6,parentshipperlocationname,productcode,producttypedesc,weekid,weekdesc,monthid,monthdesc,mailclasscode,svcstddaytimecode,mailclasssrvcstddesc,ontimevolume,totalcount,failedcount
89,7,SOUTHERN,1497,FLORIDA 1,10,CENTRAL,14,ILLINOIS 1,OPTUMRX OV_HDP,902746691,OPTUMRX OV_HDP,902746691,901267090,901267090,UHG - OPTUMRX,PM ,Priority Mail                                     ,5608,2022-10-15,1298,OCT 2022,PM,2D  ,Priority Mail - 2 Day,8,8,0
90,5,WESTPAC,63,CALIFORNIA 6,5,WESTPAC,89,CO-WY,OPTUM RX CA_HDP,902746620,OPTUM RX CA_HDP,902746620,901267090,901267090,UHG - OPTUMRX,PM ,Priority Mail                                     ,5575,2022-02-26,1291,MAR 2022,PM,2D  ,Priority Mail - 2 Day,10,10,0
91,7,SOUTHERN,79,TEXAS 3,7,SOUTHERN,79,TEXAS 3,OPTUM RX SA_HDP,902746718,OPTUM RX SA_HDP,902746718,901267090,901267090,UHG - OPTUMRX,PM ,Priority Mail                                     ,5573,2022-02-12,1290,FEB 2022,PM,3D  ,Priority Mail - 3 Day,21,22,1
92,5,WESTPAC,73,WASHINGTON,5,WESTPAC,1081,AZ-NM,OPTUM RX WV_HDP,902746734,OPTUM RX WV_HDP,902746734,901267090,901267090,UHG - OPTUMRX,FC ,First-Class                                       ,5558,2021-10-30,1286,OCT 2021,FC,3D  ,First Class - 3 Day,244,244,0
93,10,CENTRAL,72,KS-MO,7,SOUTHERN,1497,FLORIDA 1,OPTUM RX OP_HDP,902746682,OPTUM RX OP_HDP,902746682,901267090,901267090,UHG - OPTUMRX,PM ,Priority Mail                                     ,5561,2021-11-20,1287,NOV 2021,PM,3D  ,Priority Mail - 3 Day,3,3,0
94,7,SOUTHERN,1497,FLORIDA 1,7,SOUTHERN,1471,AL-MS,OPTUMRX OV_HDP,902746692,OPTUMRX OV_HDP,902746692,901267090,901267090,UHG - OPTUMRX,PM ,Priority Mail                                     ,5571,2022-01-29,1290,FEB 2022,PM,2D  ,Priority Mail - 2 Day,8,8,0
95,10,CENTRAL,72,KS-MO,10,CENTRAL,24,MICHIGAN 1,OPTUM RX OP_HDP,902746684,OPTUM RX OP_HDP,902746684,901267090,901267090,UHG - OPTUMRX,FC ,First-Class                                       ,5584,2022-04-30,1292,APR 2022,FC,3D  ,First Class - 3 Day,2,2,0
96,7,SOUTHERN,1497,FLORIDA 1,7,SOUTHERN,1471,AL-MS,OPTUMRX OV_HDP,902746692,OPTUMRX OV_HDP,902746692,901267090,901267090,UHG - OPTUMRX,PM ,Priority Mail                                     ,5590,2022-06-11,1294,JUN 2022,PM,3D  ,Priority Mail - 3 Day,11,11,0
97,2,ATLANTIC,1317,NEW JERSEY,10,CENTRAL,15,ILLINOIS 2,HDP,902293959,HDP,902293959,901267090,901267090,UHG - OPTUMRX,FC ,First-Class                                       ,5578,2022-03-19,1291,MAR 2022,FC,3D  ,First Class - 3 Day,1,1,0
98,5,WESTPAC,73,WASHINGTON,5,WESTPAC,38,CALIFORNIA 5,OPTUM RX WV_HDP,902746732,OPTUM RX WV_HDP,902746732,901267090,901267090,UHG - OPTUMRX,PM ,Priority Mail                                     ,5595,2022-07-16,1295,JUL 2022,PM,3D  ,Priority Mail - 3 Day,2,2,0
99,10,CENTRAL,72,KS-MO,7,SOUTHERN,1507,GEORGIA,CMOP LEAVENWORTH,901581567,CMOP LEAVENWORTH,901581567,901581565,901581565,GENCO,PM ,Priority Mail                                     ,5593,2022-07-02,1295,JUL 2022,PM,3D  ,Priority Mail - 3 Day,13,13,0
100,10,CENTRAL,72,KS-MO,2,ATLANTIC,74,VIRGINIA,CMOP LEAVENWORTH,901581567,CMOP LEAVENWORTH,901581567,901581565,901581565,GENCO,PM ,Priority Mail                                     ,5588,2022-05-28,1293,MAY 2022,PM,2D  ,Priority Mail - 2 Day,15,20,5
101,5,WESTPAC,1081,AZ-NM,10,CENTRAL,40,KY-WV,HUMANA,931508577,HUMANA - PHX (PMOD),931508577,901097571,901097571,HUMANA PROCUREMENT,PM ,Priority Mail                                     ,5566,2021-12-25,1288,DEC 2021,PM,2D  ,Priority Mail - 2 Day,96,108,12
102,2,ATLANTIC,74,VIRGINIA,2,ATLANTIC,44,MARYLAND,KAISER PERMANENTE - MAS REGION - EVS,902072113,KAISER PERMANENTE - MAS REGION - EVS,902072113,902072110,902072110,KAISER PERMANENTE - MAS REGION - EVS,PM ,Priority Mail                                     ,5569,2022-01-15,1289,JAN 2022,PM,2D  ,Priority Mail - 2 Day,3,3,0
103,10,CENTRAL,72,KS-MO,2,ATLANTIC,74,VIRGINIA,OPTUM RX OP_HDP,902746685,OPTUM RX OP_HDP,902746685,901267090,901267090,UHG - OPTUMRX,FC ,First-Class                                       ,5565,2021-12-18,1288,DEC 2021,FC,3D  ,First Class - 3 Day,69,79,10
104,7,SOUTHERN,79,TEXAS 3,7,SOUTHERN,53,AR-OK,OPTUM RX SA_HDP,902746720,OPTUM RX SA_HDP,902746720,901267090,901267090,UHG - OPTUMRX,PM ,Priority Mail                                     ,5595,2022-07-16,1295,JUL 2022,PM,3D  ,Priority Mail - 3 Day,9,9,0
105,7,SOUTHERN,79,TEXAS 3,5,WESTPAC,1080,NV-UT,HDP,902541978,HDP,902541978,901267090,901267090,UHG - OPTUMRX,PM ,Priority Mail                                     ,5571,2022-01-29,1289,JAN 2022,PM,3D  ,Priority Mail - 3 Day,7,7,0
106,2,ATLANTIC,57,DE-PA 2 DISTRICT,5,WESTPAC,81,CALIFORNIA 3,INGENIO,902372650,Ingenio Rx,902372650,901000062,901000062,CVS / CAREMARK - WILKES BARRE,FC ,First-Class                                       ,5594,2022-07-09,1295,JUL 2022,FC,5D  ,First Class - 5 Day,1,2,1
107,7,SOUTHERN,79,TEXAS 3,10,CENTRAL,17,OHIO 1,OPTUM RX SA_HDP,902746721,OPTUM RX SA_HDP,902746721,901267090,901267090,UHG - OPTUMRX,PM ,Priority Mail                                     ,5575,2022-02-26,1291,MAR 2022,PM,3D  ,Priority Mail - 3 Day,2,2,0
108,7,SOUTHERN,79,TEXAS 3,7,SOUTHERN,79,TEXAS 3,OPTUM RX SA_HDP,902746719,OPTUM RX SA_HDP,902746719,901267090,901267090,UHG - OPTUMRX,FC ,First-Class                                       ,5579,2022-03-26,1292,APR 2022,FC,3D  ,First Class - 3 Day,68,69,1
109,2,ATLANTIC,2294,NORTH CAROLINA,7,SOUTHERN,1463,TENNESSEE,OPTUM RX CH_HDP,902746629,OPTUM RX CH_HDP,902746629,901267090,901267090,UHG - OPTUMRX,FC ,First-Class                                       ,5561,2021-11-20,1287,NOV 2021,FC,3D  ,First Class - 3 Day,579,598,19
110,2,ATLANTIC,2294,NORTH CAROLINA,2,ATLANTIC,1317,NEW JERSEY,OPTUM RX CH_HDP,902746628,OPTUM RX CH_HDP,902746628,901267090,901267090,UHG - OPTUMRX,FC ,First-Class                                       ,5585,2022-05-07,1293,MAY 2022,FC,3D  ,First Class - 3 Day,35,37,2
111,5,WESTPAC,63,CALIFORNIA 6,2,ATLANTIC,1297,NEW YORK 2,OPTUM RX CA_HDP,902746623,OPTUM RX CA_HDP,902746623,901267090,901267090,UHG - OPTUMRX,FC ,First-Class                                       ,5579,2022-03-26,1291,MAR 2022,FC,3D  ,First Class - 3 Day,27,27,0
112,5,WESTPAC,63,CALIFORNIA 6,5,WESTPAC,38,CALIFORNIA 5,CVS,999999168,CVS 02855 SAN DIEGO,999999168,901000062,901000062,CVS / CAREMARK - WILKES BARRE,FC ,First-Class                                       ,5580,2022-04-02,1292,APR 2022,FC,2D  ,First Class - 2 Day,2,2,0
113,2,ATLANTIC,57,DE-PA 2 DISTRICT,7,SOUTHERN,59,LOUISIANA,CVS,901000063,CVS / CAREMARK - WILKES BARRE,901000063,901000062,901000062,CVS / CAREMARK - WILKES BARRE,FC ,First-Class                                       ,5602,2022-09-03,1297,SEP 2022,FC,3D  ,First Class - 3 Day,2,2,0
114,5,WESTPAC,63,CALIFORNIA 6,2,ATLANTIC,1,NEW YORK 3,OPTUM RX CA_HDP,902746623,OPTUM RX CA_HDP,902746623,901267090,901267090,UHG - OPTUMRX,PM ,Priority Mail                                     ,5560,2021-11-13,1287,NOV 2021,PM,2D  ,Priority Mail - 2 Day,9,10,1
115,2,ATLANTIC,2294,NORTH CAROLINA,7,SOUTHERN,1482,FLORIDA 2,OPTUM RX CH_HDP,902746628,OPTUM RX CH_HDP,902746628,901267090,901267090,UHG - OPTUMRX,PM ,Priority Mail                                     ,5605,2022-09-24,1297,SEP 2022,PM,3D  ,Priority Mail - 3 Day,2,2,0
116,2,ATLANTIC,1317,NEW JERSEY,2,ATLANTIC,9,MA-RI,OPTUM RX PB_HDP,902746705,OPTUM RX PB_HDP,902746705,901267090,901267090,UHG - OPTUMRX,FC ,First-Class                                       ,5601,2022-08-27,1297,SEP 2022,FC,2D  ,First Class - 2 Day,696,742,46
117,10,CENTRAL,72,KS-MO,10,CENTRAL,40,KY-WV,HDP,902205142,HDP,902205142,901267090,901267090,UHG - OPTUMRX,PM ,Priority Mail                                     ,5569,2022-01-15,1289,JAN 2022,PM,3D  ,Priority Mail - 3 Day,1,1,0
118,7,SOUTHERN,1497,FLORIDA 1,7,SOUTHERN,1471,AL-MS,HDP,902575883,HDP,902575883,901267090,901267090,UHG - OPTUMRX,PM ,Priority Mail                                     ,5579,2022-03-26,1291,MAR 2022,PM,3D  ,Priority Mail - 3 Day,5,5,0
119,5,WESTPAC,38,CALIFORNIA 5,5,WESTPAC,22,HAWAII,KAISER PERMANENTE - SCAL REGION,902048551,KAISER PERMANENTE - SCAL REGION,902048551,902048548,902048548,KAISER PERMANENTE - SCAL REGION,PM ,Priority Mail                                     ,5556,2021-10-16,1286,OCT 2021,PM,3D  ,Priority Mail - 3 Day,374,383,9
120,10,CENTRAL,14,ILLINOIS 1,10,CENTRAL,17,OHIO 1,CMOP HINES,901581575,CMOP HINES,901581575,901581565,901581565,GENCO,PM ,Priority Mail                                     ,5578,2022-03-19,1291,MAR 2022,PM,2D  ,Priority Mail - 2 Day,1,1,0
121,10,CENTRAL,72,KS-MO,5,WESTPAC,1081,AZ-NM,CMOP LEAVENWORTH,901581567,CMOP LEAVENWORTH,901581567,901581565,901581565,GENCO,FC ,First-Class                                       ,5584,2022-04-30,1292,APR 2022,FC,3D  ,First Class - 3 Day,2,2,0
122,7,SOUTHERN,1497,FLORIDA 1,7,SOUTHERN,1084,SOUTH CAROLINA,OPTUMRX OV_HDP,902746690,OPTUMRX OV_HDP,902746690,901267090,901267090,UHG - OPTUMRX,PM ,Priority Mail                                     ,5586,2022-05-14,1293,MAY 2022,PM,3D  ,Priority Mail - 3 Day,33,33,0
123,10,CENTRAL,14,ILLINOIS 1,7,SOUTHERN,79,TEXAS 3,PBM - We-- Care,902372655,PBM - We-- Care,902372655,901000062,901000062,CVS / CAREMARK - WILKES BARRE,PM ,Priority Mail                                     ,5575,2022-02-26,1291,MAR 2022,PM,2D  ,Priority Mail - 2 Day,8,8,0
124,2,ATLANTIC,1317,NEW JERSEY,10,CENTRAL,16,OHIO 2,OPTUM RX PB_HDP,902746703,OPTUM RX PB_HDP,902746703,901267090,901267090,UHG - OPTUMRX,PM ,Priority Mail                                     ,5593,2022-07-02,1295,JUL 2022,PM,3D  ,Priority Mail - 3 Day,1,1,0
125,5,WESTPAC,62,CALIFORNIA 2,5,WESTPAC,62,CALIFORNIA 2,"C PP PHARMACY, KAISER FOUNDATION HOSPITA",902053599,"C PP PHARMACY, KAISER FOUNDATION HOSPITA",902053599,901078336,901078336,KAISER PERMANENTE-NCAL REGION,PM ,Priority Mail                                     ,5558,2021-10-30,1286,OCT 2021,PM,3D  ,Priority Mail - 3 Day,102,102,0
126,5,WESTPAC,1081,AZ-NM,7,SOUTHERN,33,TEXAS 2,HUMANA,931508577,HUMANA - PHX (PMOD),931508577,901097571,901097571,HUMANA PROCUREMENT,PM ,Priority Mail                                     ,5577,2022-03-12,1291,MAR 2022,PM,3D  ,Priority Mail - 3 Day,504,514,10
127,2,ATLANTIC,74,VIRGINIA,2,ATLANTIC,1309,NEW YORK 1,KAISER PERMANENTE - MAS REGION - EVS,902072113,KAISER PERMANENTE - MAS REGION - EVS,902072113,902072110,902072110,KAISER PERMANENTE - MAS REGION - EVS,FC ,First-Class                                       ,5577,2022-03-12,1291,MAR 2022,FC,2D  ,First Class - 2 Day,48,49,1
128,10,CENTRAL,23,IA-NE-SD,10,CENTRAL,23,IA-NE-SD,OPTUMRX OV_HDP,902746691,OPTUMRX OV_HDP,902746691,901267090,901267090,UHG - OPTUMRX,FC ,First-Class                                       ,5574,2022-02-19,1290,FEB 2022,FC,2D  ,First Class - 2 Day,1,1,0
129,10,CENTRAL,72,KS-MO,2,ATLANTIC,68,ME-NH-VT,HDP,901267098,HDP,901267098,901267090,901267090,UHG - OPTUMRX,PM ,Priority Mail                                     ,5590,2022-06-11,1294,JUN 2022,PM,2D  ,Priority Mail - 2 Day,9,9,0
130,10,CENTRAL,15,ILLINOIS 2,5,WESTPAC,63,CALIFORNIA 6,CVS,999999194,CVS PBM MT PROSPECT,999999194,901000062,901000062,CVS / CAREMARK - WILKES BARRE,FC ,First-Class                                       ,5562,2021-11-27,1288,DEC 2021,FC,3D  ,First Class - 3 Day,141,145,4
131,7,SOUTHERN,79,TEXAS 3,5,WESTPAC,63,CALIFORNIA 6,HDP,902541978,HDP,902541978,901267090,901267090,UHG - OPTUMRX,PM ,Priority Mail                                     ,5576,2022-03-05,1291,MAR 2022,PM,2D  ,Priority Mail - 2 Day,23,23,0
132,10,CENTRAL,72,KS-MO,7,SOUTHERN,1482,FLORIDA 2,HDP,902205126,HDP,902205126,901267090,901267090,UHG - OPTUMRX,PM ,Priority Mail                                     ,5597,2022-07-30,1296,AUG 2022,PM,3D  ,Priority Mail - 3 Day,15,16,1
133,5,WESTPAC,63,CALIFORNIA 6,7,SOUTHERN,1488,FLORIDA 3,HDP,902205143,HDP,902205143,901267090,901267090,UHG - OPTUMRX,FC ,First-Class                                       ,5578,2022-03-19,1291,MAR 2022,FC,3D  ,First Class - 3 Day,51,55,4
134,5,WESTPAC,73,WASHINGTON,5,WESTPAC,81,CALIFORNIA 3,OPTUM RX WV_HDP,902746734,OPTUM RX WV_HDP,902746734,901267090,901267090,UHG - OPTUMRX,PM ,Priority Mail                                     ,5559,2021-11-06,1287,NOV 2021,PM,3D  ,Priority Mail - 3 Day,9,9,0
135,5,WESTPAC,63,CALIFORNIA 6,2,ATLANTIC,1,NEW YORK 3,HDP,901326076,HDP,901326076,901267090,901267090,UHG - OPTUMRX,PM ,Priority Mail                                     ,5561,2021-11-20,1287,NOV 2021,PM,3D  ,Priority Mail - 3 Day,3,3,0
136,5,WESTPAC,63,CALIFORNIA 6,2,ATLANTIC,9,MA-RI,HDP,902205135,HDP,902205135,901267090,901267090,UHG - OPTUMRX,FC ,First-Class                                       ,5560,2021-11-13,1287,NOV 2021,FC,3D  ,First Class - 3 Day,78,80,2
137,2,ATLANTIC,57,DE-PA 2 DISTRICT,2,ATLANTIC,28,CONNECTICUT,PBM - We-- Care,902372654,PBM - We-- Care,902372654,901000062,901000062,CVS / CAREMARK - WILKES BARRE,FC ,First-Class                                       ,5575,2022-02-26,1290,FEB 2022,FC,2D  ,First Class - 2 Day,2,3,1
138,7,SOUTHERN,79,TEXAS 3,10,CENTRAL,31,MICHIGAN 2,HDP,902541977,HDP,902541977,901267090,901267090,UHG - OPTUMRX,FC ,First-Class                                       ,5594,2022-07-09,1295,JUL 2022,FC,4D  ,First Class - 4 Day,5,5,0
139,10,CENTRAL,72,KS-MO,10,CENTRAL,24,MICHIGAN 1,HDP,902205134,HDP,902205134,901267090,901267090,UHG - OPTUMRX,FC ,First-Class                                       ,5598,2022-08-06,1296,AUG 2022,FC,3D  ,First Class - 3 Day,256,266,10
140,5,WESTPAC,1081,AZ-NM,2,ATLANTIC,44,MARYLAND,HUMANA,931508577,HUMANA - PHX (PMOD),931508577,901097571,901097571,HUMANA PROCUREMENT,PM ,Priority Mail                                     ,5608,2022-10-15,1298,OCT 2022,PM,2D  ,Priority Mail - 2 Day,48,49,1
141,7,SOUTHERN,79,TEXAS 3,10,CENTRAL,31,MICHIGAN 2,OPTUM RX SA_HDP,902746719,OPTUM RX SA_HDP,902746719,901267090,901267090,UHG - OPTUMRX,FC ,First-Class                                       ,5607,2022-10-08,1298,OCT 2022,FC,4D  ,First Class - 4 Day,10,10,0
142,10,CENTRAL,72,KS-MO,10,CENTRAL,14,ILLINOIS 1,OPTUM RX OP_HDP,902746682,OPTUM RX OP_HDP,902746682,901267090,901267090,UHG - OPTUMRX,FC ,First-Class                                       ,5562,2021-11-27,1287,NOV 2021,FC,3D  ,First Class - 3 Day,1,1,0
143,5,WESTPAC,63,CALIFORNIA 6,7,SOUTHERN,1471,AL-MS,HDP,902205135,HDP,902205135,901267090,901267090,UHG - OPTUMRX,PM ,Priority Mail                                     ,5563,2021-12-04,1288,DEC 2021,PM,3D  ,Priority Mail - 3 Day,2,2,0
144,10,CENTRAL,72,KS-MO,10,CENTRAL,16,OHIO 2,HDP,902205134,HDP,902205134,901267090,901267090,UHG - OPTUMRX,FC ,First-Class                                       ,5581,2022-04-09,1292,APR 2022,FC,3D  ,First Class - 3 Day,34,38,4
145,2,ATLANTIC,57,DE-PA 2 DISTRICT,2,ATLANTIC,28,CONNECTICUT,INGENIO,902372650,Ingenio Rx,902372650,901000062,901000062,CVS / CAREMARK - WILKES BARRE,FC ,First-Class                                       ,5580,2022-04-02,1292,APR 2022,FC,2D  ,First Class - 2 Day,13,15,2
146,5,WESTPAC,63,CALIFORNIA 6,7,SOUTHERN,79,TEXAS 3,OPTUM RX CA_HDP,902746622,OPTUM RX CA_HDP,902746622,901267090,901267090,UHG - OPTUMRX,PM ,Priority Mail                                     ,5562,2021-11-27,1287,NOV 2021,PM,2D  ,Priority Mail - 2 Day,3,3,0
147,10,CENTRAL,14,ILLINOIS 1,10,CENTRAL,46,WISCONSIN,CVS,999999194,CVS PBM MT PROSPECT,999999194,901000062,901000062,CVS / CAREMARK - WILKES BARRE,FC ,First-Class                                       ,5589,2022-06-04,1294,JUN 2022,FC,3D  ,First Class - 3 Day,14,14,0
148,2,ATLANTIC,2294,NORTH CAROLINA,10,CENTRAL,32,INDIANA,OPTUM RX CH_HDP,902746632,OPTUM RX CH_HDP,902746632,901267090,901267090,UHG - OPTUMRX,PM ,Priority Mail                                     ,5607,2022-10-08,1298,OCT 2022,PM,3D  ,Priority Mail - 3 Day,47,48,1
149,10,CENTRAL,14,ILLINOIS 1,2,ATLANTIC,57,DE-PA 2 DISTRICT,CVS,999999194,CVS PBM MT PROSPECT,999999194,901000062,901000062,CVS / CAREMARK - WILKES BARRE,FC ,First-Class                                       ,5582,2022-04-16,1292,APR 2022,FC,3D  ,First Class - 3 Day,149,157,8
150,7,SOUTHERN,79,TEXAS 3,5,WESTPAC,1080,NV-UT,HDP,902541976,HDP,902541976,901267090,901267090,UHG - OPTUMRX,FC ,First-Class                                       ,5579,2022-03-26,1292,APR 2022,FC,3D  ,First Class - 3 Day,633,635,2
151,5,WESTPAC,63,CALIFORNIA 6,2,ATLANTIC,1317,NEW JERSEY,OPTUM RX CA_HDP,902746622,OPTUM RX CA_HDP,902746622,901267090,901267090,UHG - OPTUMRX,FC ,First-Class                                       ,5582,2022-04-16,1292,APR 2022,FC,3D  ,First Class - 3 Day,636,681,45
152,10,CENTRAL,14,ILLINOIS 1,7,SOUTHERN,79,TEXAS 3,INGENIO,902372651,Ingenio Rx,902372651,901000062,901000062,CVS / CAREMARK - WILKES BARRE,PM ,Priority Mail                                     ,5563,2021-12-04,1288,DEC 2021,PM,3D  ,Priority Mail - 3 Day,1,1,0
153,10,CENTRAL,72,KS-MO,2,ATLANTIC,1309,NEW YORK 1,OPTUM RX OP_HDP,902746685,OPTUM RX OP_HDP,902746685,901267090,901267090,UHG - OPTUMRX,PM ,Priority Mail                                     ,5589,2022-06-04,1294,JUN 2022,PM,3D  ,Priority Mail - 3 Day,14,16,2
154,10,CENTRAL,16,OHIO 2,10,CENTRAL,24,MICHIGAN 1,HUMANA,931508576,HUMANA - OH (PMOD),931508576,901097571,901097571,HUMANA PROCUREMENT,PM ,Priority Mail                                     ,5575,2022-02-26,1290,FEB 2022,PM,2D  ,Priority Mail - 2 Day,165,166,1
155,5,WESTPAC,70,CALIFORNIA 4,5,WESTPAC,63,CALIFORNIA 6,UHG LOS1 HDP,903149444,UHG LOS1 HDP,903149444,901267090,901267090,UHG - OPTUMRX,FC ,First-Class                                       ,5596,2022-07-23,1295,JUL 2022,FC,2D  ,First Class - 2 Day,1,1,0
156,5,WESTPAC,73,WASHINGTON,5,WESTPAC,1080,NV-UT,OPTUM RX WV_HDP,902746732,OPTUM RX WV_HDP,902746732,901267090,901267090,UHG - OPTUMRX,PM ,Priority Mail                                     ,5608,2022-10-15,1298,OCT 2022,PM,2D  ,Priority Mail - 2 Day,5,5,0
157,7,SOUTHERN,79,TEXAS 3,10,CENTRAL,23,IA-NE-SD,HDP,902541976,HDP,902541976,901267090,901267090,UHG - OPTUMRX,FC ,First-Class                                       ,5590,2022-06-11,1294,JUN 2022,FC,3D  ,First Class - 3 Day,167,190,23
158,5,WESTPAC,63,CALIFORNIA 6,2,ATLANTIC,9,MA-RI,HDP,902205127,HDP,902205127,901267090,901267090,UHG - OPTUMRX,FC ,First-Class                                       ,5577,2022-03-12,1291,MAR 2022,FC,3D  ,First Class - 3 Day,62,63,1
159,5,WESTPAC,1081,AZ-NM,5,WESTPAC,70,CALIFORNIA 4,HUMANA,931508577,HUMANA - PHX (PMOD),931508577,901097571,901097571,HUMANA PROCUREMENT,FC ,First-Class                                       ,5571,2022-01-29,1290,FEB 2022,FC,3D  ,First Class - 3 Day,13,13,0
160,10,CENTRAL,14,ILLINOIS 1,10,CENTRAL,17,OHIO 1,CVS,999999194,CVS PBM MT PROSPECT,999999194,901000062,901000062,CVS / CAREMARK - WILKES BARRE,FC ,First-Class                                       ,5608,2022-10-15,1298,OCT 2022,FC,3D  ,First Class - 3 Day,31,31,0
161,5,WESTPAC,1081,AZ-NM,5,WESTPAC,63,CALIFORNIA 6,HUMANA,931508577,HUMANA - PHX (PMOD),931508577,901097571,901097571,HUMANA PROCUREMENT,PM ,Priority Mail                                     ,5557,2021-10-23,1286,OCT 2021,PM,2D  ,Priority Mail - 2 Day,256,258,2
162,2,ATLANTIC,2294,NORTH CAROLINA,7,SOUTHERN,1482,FLORIDA 2,OPTUM RX CH_HDP,902746632,OPTUM RX CH_HDP,902746632,901267090,901267090,UHG - OPTUMRX,FC ,First-Class                                       ,5564,2021-12-11,1288,DEC 2021,FC,3D  ,First Class - 3 Day,27,27,0
163,10,CENTRAL,72,KS-MO,7,SOUTHERN,1084,SOUTH CAROLINA,HDP,901267098,HDP,901267098,901267090,901267090,UHG - OPTUMRX,FC ,First-Class                                       ,5592,2022-06-25,1294,JUN 2022,FC,3D  ,First Class - 3 Day,130,186,56
164,10,CENTRAL,14,ILLINOIS 1,5,WESTPAC,65,ID-MT-OR,CMOP HINES,901581575,CMOP HINES,901581575,901581565,901581565,GENCO,PM ,Priority Mail                                     ,5580,2022-04-02,1292,APR 2022,PM,2D  ,Priority Mail - 2 Day,8,21,13
165,10,CENTRAL,72,KS-MO,7,SOUTHERN,33,TEXAS 2,OPTUM RX OP_HDP,902746684,OPTUM RX OP_HDP,902746684,901267090,901267090,UHG - OPTUMRX,PM ,Priority Mail                                     ,5593,2022-07-02,1295,JUL 2022,PM,2D  ,Priority Mail - 2 Day,4,11,7
166,10,CENTRAL,14,ILLINOIS 1,10,CENTRAL,15,ILLINOIS 2,CVS,999999194,CVS PBM MT PROSPECT,999999194,901000062,901000062,CVS / CAREMARK - WILKES BARRE,FC ,First-Class                                       ,5563,2021-12-04,1288,DEC 2021,FC,2D  ,First Class - 2 Day,67,88,21
167,7,SOUTHERN,1497,FLORIDA 1,7,SOUTHERN,1084,SOUTH CAROLINA,OPTUMRX OV_HDP,902746691,OPTUMRX OV_HDP,902746691,901267090,901267090,UHG - OPTUMRX,PM ,Priority Mail                                     ,5584,2022-04-30,1293,MAY 2022,PM,2D  ,Priority Mail - 2 Day,47,48,1
168,10,CENTRAL,72,KS-MO,2,ATLANTIC,74,VIRGINIA,HDP,902205126,HDP,902205126,901267090,901267090,UHG - OPTUMRX,FC ,First-Class                                       ,5564,2021-12-11,1288,DEC 2021,FC,3D  ,First Class - 3 Day,49,87,38
169,10,CENTRAL,16,OHIO 2,2,ATLANTIC,1,NEW YORK 3,HUMANA,931508576,HUMANA - OH (PMOD),931508576,901097571,901097571,HUMANA PROCUREMENT,PM ,Priority Mail                                     ,5583,2022-04-23,1292,APR 2022,PM,2D  ,Priority Mail - 2 Day,190,196,6
170,7,SOUTHERN,79,TEXAS 3,5,WESTPAC,38,CALIFORNIA 5,HDP,902541975,HDP,902541975,901267090,901267090,UHG - OPTUMRX,PM ,Priority Mail                                     ,5589,2022-06-04,1294,JUN 2022,PM,3D  ,Priority Mail - 3 Day,29,31,2
171,10,CENTRAL,72,KS-MO,10,CENTRAL,72,KS-MO,OPTUM RX PB_HDP,902746705,OPTUM RX PB_HDP,902746705,901267090,901267090,UHG - OPTUMRX,FC ,First-Class                                       ,5587,2022-05-21,1293,MAY 2022,FC,3D  ,First Class - 3 Day,1,1,0
172,7,SOUTHERN,79,TEXAS 3,7,SOUTHERN,1084,SOUTH CAROLINA,HDP,902541976,HDP,902541976,901267090,901267090,UHG - OPTUMRX,FC ,First-Class                                       ,5581,2022-04-09,1292,APR 2022,FC,3D  ,First Class - 3 Day,10,10,0
173,7,SOUTHERN,1497,FLORIDA 1,7,SOUTHERN,1507,GEORGIA,HDP,902575883,HDP,902575883,901267090,901267090,UHG - OPTUMRX,PM ,Priority Mail                                     ,5558,2021-10-30,1286,OCT 2021,PM,3D  ,Priority Mail - 3 Day,1,1,0
